feature,gain_importance,etf,split_id,target_column
z_price_to_MA20,127,XLY,3,target_5d_forward_return_raw
z_price_to_MA50,109,XLY,3,target_5d_forward_return_raw
z_MA20_minus_MA50,283,XLY,3,target_5d_forward_return_raw
z_volatility_20d,211,XLY,3,target_5d_forward_return_raw
z_max_drawdown_60d,138,XLY,3,target_5d_forward_return_raw
z_ATR_14,153,XLY,3,target_5d_forward_return_raw
z_volume_change,87,XLY,3,target_5d_forward_return_raw
z_relative_volume,88,XLY,3,target_5d_forward_return_raw
z_RSI_14,114,XLY,3,target_5d_forward_return_raw
z_market_beta_60d,170,XLY,3,target_5d_forward_return_raw
z_idio_vol_60d,153,XLY,3,target_5d_forward_return_raw
z_Federal_Funds_Rate,106,XLY,3,target_5d_forward_return_raw
z_Treasury_10Y,255,XLY,3,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,117,XLY,3,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,243,XLY,3,target_5d_forward_return_raw
z_CPI,217,XLY,3,target_5d_forward_return_raw
z_Unemployment_Rate,184,XLY,3,target_5d_forward_return_raw
z_Financial_Conditions_Index,386,XLY,3,target_5d_forward_return_raw
z_VIX,393,XLY,3,target_5d_forward_return_raw
z_rate_sensitivity_beta,173,XLY,3,target_5d_forward_return_raw
z_return_5d,115,XLB,4,target_5d_forward_return_raw
z_return_5d_rel_spy,18,XLB,4,target_5d_forward_return_raw
z_return_5d_excess_rf,7,XLB,4,target_5d_forward_return_raw
z_return_20d,100,XLB,4,target_5d_forward_return_raw
z_return_20d_rel_spy,22,XLB,4,target_5d_forward_return_raw
z_return_20d_excess_rf,1,XLB,4,target_5d_forward_return_raw
z_return_60d_rel_spy,126,XLB,4,target_5d_forward_return_raw
z_price_to_MA20,68,XLB,4,target_5d_forward_return_raw
z_price_to_MA50,137,XLB,4,target_5d_forward_return_raw
z_MA20_minus_MA50,270,XLB,4,target_5d_forward_return_raw
z_volatility_20d,149,XLB,4,target_5d_forward_return_raw
z_max_drawdown_60d,192,XLB,4,target_5d_forward_return_raw
z_ATR_14,220,XLB,4,target_5d_forward_return_raw
z_volume_change,64,XLB,4,target_5d_forward_return_raw
z_relative_volume,105,XLB,4,target_5d_forward_return_raw
z_RSI_14,133,XLB,4,target_5d_forward_return_raw
z_market_beta_60d,205,XLB,4,target_5d_forward_return_raw
z_idio_vol_60d,176,XLB,4,target_5d_forward_return_raw
z_Federal_Funds_Rate,193,XLB,4,target_5d_forward_return_raw
z_Treasury_10Y,244,XLB,4,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,144,XLB,4,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,198,XLB,4,target_5d_forward_return_raw
z_CPI,191,XLB,4,target_5d_forward_return_raw
z_Unemployment_Rate,264,XLB,4,target_5d_forward_return_raw
z_Financial_Conditions_Index,320,XLB,4,target_5d_forward_return_raw
z_VIX,326,XLB,4,target_5d_forward_return_raw
z_rate_sensitivity_beta,212,XLB,4,target_5d_forward_return_raw
z_return_5d,179,XLC,4,target_5d_forward_return_raw
z_return_5d_rel_spy,39,XLC,4,target_5d_forward_return_raw
z_return_5d_excess_rf,11,XLC,4,target_5d_forward_return_raw
z_return_20d,131,XLC,4,target_5d_forward_return_raw
z_return_20d_rel_spy,30,XLC,4,target_5d_forward_return_raw
z_return_20d_excess_rf,0,XLC,4,target_5d_forward_return_raw
z_return_60d_rel_spy,164,XLC,4,target_5d_forward_return_raw
z_price_to_MA20,162,XLC,4,target_5d_forward_return_raw
z_price_to_MA50,102,XLC,4,target_5d_forward_return_raw
z_MA20_minus_MA50,229,XLC,4,target_5d_forward_return_raw
z_volatility_20d,262,XLC,4,target_5d_forward_return_raw
z_max_drawdown_60d,179,XLC,4,target_5d_forward_return_raw
z_ATR_14,216,XLC,4,target_5d_forward_return_raw
z_volume_change,65,XLC,4,target_5d_forward_return_raw
z_relative_volume,122,XLC,4,target_5d_forward_return_raw
z_RSI_14,145,XLC,4,target_5d_forward_return_raw
z_market_beta_60d,194,XLC,4,target_5d_forward_return_raw
z_idio_vol_60d,158,XLC,4,target_5d_forward_return_raw
z_Federal_Funds_Rate,135,XLC,4,target_5d_forward_return_raw
z_Treasury_10Y,155,XLC,4,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,137,XLC,4,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,188,XLC,4,target_5d_forward_return_raw
z_CPI,214,XLC,4,target_5d_forward_return_raw
z_Unemployment_Rate,193,XLC,4,target_5d_forward_return_raw
z_Financial_Conditions_Index,286,XLC,4,target_5d_forward_return_raw
z_VIX,352,XLC,4,target_5d_forward_return_raw
z_rate_sensitivity_beta,152,XLC,4,target_5d_forward_return_raw
z_return_5d,154,XLE,4,target_5d_forward_return_raw
z_return_5d_rel_spy,24,XLE,4,target_5d_forward_return_raw
z_return_5d_excess_rf,11,XLE,4,target_5d_forward_return_raw
z_return_20d,147,XLE,4,target_5d_forward_return_raw
z_return_20d_rel_spy,41,XLE,4,target_5d_forward_return_raw
z_return_20d_excess_rf,5,XLE,4,target_5d_forward_return_raw
z_return_60d_rel_spy,170,XLE,4,target_5d_forward_return_raw
z_price_to_MA20,132,XLE,4,target_5d_forward_return_raw
z_price_to_MA50,151,XLE,4,target_5d_forward_return_raw
z_MA20_minus_MA50,195,XLE,4,target_5d_forward_return_raw
z_volatility_20d,152,XLE,4,target_5d_forward_return_raw
z_max_drawdown_60d,197,XLE,4,target_5d_forward_return_raw
z_ATR_14,236,XLE,4,target_5d_forward_return_raw
z_volume_change,60,XLE,4,target_5d_forward_return_raw
z_relative_volume,99,XLE,4,target_5d_forward_return_raw
z_RSI_14,126,XLE,4,target_5d_forward_return_raw
z_market_beta_60d,170,XLE,4,target_5d_forward_return_raw
z_idio_vol_60d,137,XLE,4,target_5d_forward_return_raw
z_Federal_Funds_Rate,168,XLE,4,target_5d_forward_return_raw
z_Treasury_10Y,211,XLE,4,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,144,XLE,4,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,217,XLE,4,target_5d_forward_return_raw
z_CPI,199,XLE,4,target_5d_forward_return_raw
z_Unemployment_Rate,194,XLE,4,target_5d_forward_return_raw
z_Financial_Conditions_Index,316,XLE,4,target_5d_forward_return_raw
z_VIX,318,XLE,4,target_5d_forward_return_raw
z_rate_sensitivity_beta,226,XLE,4,target_5d_forward_return_raw
z_return_5d,129,XLF,4,target_5d_forward_return_raw
z_return_5d_rel_spy,34,XLF,4,target_5d_forward_return_raw
z_return_5d_excess_rf,7,XLF,4,target_5d_forward_return_raw
z_return_20d,85,XLF,4,target_5d_forward_return_raw
z_return_20d_rel_spy,29,XLF,4,target_5d_forward_return_raw
z_return_20d_excess_rf,3,XLF,4,target_5d_forward_return_raw
z_return_60d_rel_spy,164,XLF,4,target_5d_forward_return_raw
z_price_to_MA20,103,XLF,4,target_5d_forward_return_raw
z_price_to_MA50,120,XLF,4,target_5d_forward_return_raw
z_MA20_minus_MA50,183,XLF,4,target_5d_forward_return_raw
z_volatility_20d,182,XLF,4,target_5d_forward_return_raw
z_max_drawdown_60d,117,XLF,4,target_5d_forward_return_raw
z_ATR_14,166,XLF,4,target_5d_forward_return_raw
z_volume_change,79,XLF,4,target_5d_forward_return_raw
z_relative_volume,130,XLF,4,target_5d_forward_return_raw
z_RSI_14,147,XLF,4,target_5d_forward_return_raw
z_market_beta_60d,235,XLF,4,target_5d_forward_return_raw
z_idio_vol_60d,135,XLF,4,target_5d_forward_return_raw
z_Federal_Funds_Rate,173,XLF,4,target_5d_forward_return_raw
z_Treasury_10Y,225,XLF,4,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,177,XLF,4,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,264,XLF,4,target_5d_forward_return_raw
z_CPI,198,XLF,4,target_5d_forward_return_raw
z_Unemployment_Rate,240,XLF,4,target_5d_forward_return_raw
z_Financial_Conditions_Index,371,XLF,4,target_5d_forward_return_raw
z_VIX,324,XLF,4,target_5d_forward_return_raw
z_rate_sensitivity_beta,180,XLF,4,target_5d_forward_return_raw
z_return_5d,108,XLI,4,target_5d_forward_return_raw
z_return_5d_rel_spy,23,XLI,4,target_5d_forward_return_raw
z_return_5d_excess_rf,8,XLI,4,target_5d_forward_return_raw
z_return_20d,105,XLI,4,target_5d_forward_return_raw
z_return_20d_rel_spy,27,XLI,4,target_5d_forward_return_raw
z_return_20d_excess_rf,3,XLI,4,target_5d_forward_return_raw
z_return_60d_rel_spy,188,XLI,4,target_5d_forward_return_raw
z_price_to_MA20,120,XLI,4,target_5d_forward_return_raw
z_price_to_MA50,93,XLI,4,target_5d_forward_return_raw
z_MA20_minus_MA50,208,XLI,4,target_5d_forward_return_raw
z_volatility_20d,143,XLI,4,target_5d_forward_return_raw
z_max_drawdown_60d,99,XLI,4,target_5d_forward_return_raw
z_ATR_14,217,XLI,4,target_5d_forward_return_raw
z_volume_change,76,XLI,4,target_5d_forward_return_raw
z_relative_volume,99,XLI,4,target_5d_forward_return_raw
z_RSI_14,107,XLI,4,target_5d_forward_return_raw
z_market_beta_60d,145,XLI,4,target_5d_forward_return_raw
z_idio_vol_60d,169,XLI,4,target_5d_forward_return_raw
z_Federal_Funds_Rate,157,XLI,4,target_5d_forward_return_raw
z_Treasury_10Y,203,XLI,4,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,124,XLI,4,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,200,XLI,4,target_5d_forward_return_raw
z_CPI,228,XLI,4,target_5d_forward_return_raw
z_Unemployment_Rate,270,XLI,4,target_5d_forward_return_raw
z_Financial_Conditions_Index,349,XLI,4,target_5d_forward_return_raw
z_VIX,415,XLI,4,target_5d_forward_return_raw
z_rate_sensitivity_beta,316,XLI,4,target_5d_forward_return_raw
z_return_5d,115,XLK,4,target_5d_forward_return_raw
z_return_5d_rel_spy,25,XLK,4,target_5d_forward_return_raw
z_return_5d_excess_rf,8,XLK,4,target_5d_forward_return_raw
z_return_20d,103,XLK,4,target_5d_forward_return_raw
z_return_20d_rel_spy,25,XLK,4,target_5d_forward_return_raw
z_return_20d_excess_rf,0,XLK,4,target_5d_forward_return_raw
z_return_60d_rel_spy,127,XLK,4,target_5d_forward_return_raw
z_price_to_MA20,137,XLK,4,target_5d_forward_return_raw
z_price_to_MA50,83,XLK,4,target_5d_forward_return_raw
z_MA20_minus_MA50,249,XLK,4,target_5d_forward_return_raw
z_volatility_20d,241,XLK,4,target_5d_forward_return_raw
z_max_drawdown_60d,150,XLK,4,target_5d_forward_return_raw
z_ATR_14,159,XLK,4,target_5d_forward_return_raw
z_volume_change,107,XLK,4,target_5d_forward_return_raw
z_relative_volume,157,XLK,4,target_5d_forward_return_raw
z_RSI_14,175,XLK,4,target_5d_forward_return_raw
z_market_beta_60d,175,XLK,4,target_5d_forward_return_raw
z_idio_vol_60d,147,XLK,4,target_5d_forward_return_raw
z_Federal_Funds_Rate,175,XLK,4,target_5d_forward_return_raw
z_Treasury_10Y,153,XLK,4,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,188,XLK,4,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,199,XLK,4,target_5d_forward_return_raw
z_CPI,235,XLK,4,target_5d_forward_return_raw
z_Unemployment_Rate,221,XLK,4,target_5d_forward_return_raw
z_Financial_Conditions_Index,321,XLK,4,target_5d_forward_return_raw
z_VIX,307,XLK,4,target_5d_forward_return_raw
z_rate_sensitivity_beta,218,XLK,4,target_5d_forward_return_raw
z_return_5d,168,XLP,4,target_5d_forward_return_raw
z_return_5d_rel_spy,28,XLP,4,target_5d_forward_return_raw
z_return_5d_excess_rf,8,XLP,4,target_5d_forward_return_raw
z_return_20d,134,XLP,4,target_5d_forward_return_raw
z_return_20d_rel_spy,37,XLP,4,target_5d_forward_return_raw
z_return_20d_excess_rf,4,XLP,4,target_5d_forward_return_raw
z_return_60d_rel_spy,178,XLP,4,target_5d_forward_return_raw
z_price_to_MA20,142,XLP,4,target_5d_forward_return_raw
z_price_to_MA50,137,XLP,4,target_5d_forward_return_raw
z_MA20_minus_MA50,243,XLP,4,target_5d_forward_return_raw
z_volatility_20d,129,XLP,4,target_5d_forward_return_raw
z_max_drawdown_60d,144,XLP,4,target_5d_forward_return_raw
z_ATR_14,212,XLP,4,target_5d_forward_return_raw
z_volume_change,93,XLP,4,target_5d_forward_return_raw
z_relative_volume,114,XLP,4,target_5d_forward_return_raw
z_RSI_14,161,XLP,4,target_5d_forward_return_raw
z_market_beta_60d,147,XLP,4,target_5d_forward_return_raw
z_idio_vol_60d,168,XLP,4,target_5d_forward_return_raw
z_Federal_Funds_Rate,112,XLP,4,target_5d_forward_return_raw
z_Treasury_10Y,193,XLP,4,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,147,XLP,4,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,196,XLP,4,target_5d_forward_return_raw
z_CPI,199,XLP,4,target_5d_forward_return_raw
z_Unemployment_Rate,160,XLP,4,target_5d_forward_return_raw
z_Financial_Conditions_Index,376,XLP,4,target_5d_forward_return_raw
z_VIX,362,XLP,4,target_5d_forward_return_raw
z_rate_sensitivity_beta,208,XLP,4,target_5d_forward_return_raw
z_return_5d,130,XLRE,4,target_5d_forward_return_raw
z_return_5d_rel_spy,18,XLRE,4,target_5d_forward_return_raw
z_return_5d_excess_rf,8,XLRE,4,target_5d_forward_return_raw
z_return_20d,108,XLRE,4,target_5d_forward_return_raw
z_return_20d_rel_spy,26,XLRE,4,target_5d_forward_return_raw
z_return_20d_excess_rf,2,XLRE,4,target_5d_forward_return_raw
z_return_60d_rel_spy,132,XLRE,4,target_5d_forward_return_raw
z_price_to_MA20,125,XLRE,4,target_5d_forward_return_raw
z_price_to_MA50,146,XLRE,4,target_5d_forward_return_raw
z_MA20_minus_MA50,251,XLRE,4,target_5d_forward_return_raw
z_volatility_20d,170,XLRE,4,target_5d_forward_return_raw
z_max_drawdown_60d,201,XLRE,4,target_5d_forward_return_raw
z_ATR_14,225,XLRE,4,target_5d_forward_return_raw
z_volume_change,64,XLRE,4,target_5d_forward_return_raw
z_relative_volume,99,XLRE,4,target_5d_forward_return_raw
z_RSI_14,143,XLRE,4,target_5d_forward_return_raw
z_market_beta_60d,169,XLRE,4,target_5d_forward_return_raw
z_idio_vol_60d,166,XLRE,4,target_5d_forward_return_raw
z_Federal_Funds_Rate,160,XLRE,4,target_5d_forward_return_raw
z_Treasury_10Y,183,XLRE,4,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,163,XLRE,4,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,192,XLRE,4,target_5d_forward_return_raw
z_CPI,176,XLRE,4,target_5d_forward_return_raw
z_Unemployment_Rate,215,XLRE,4,target_5d_forward_return_raw
z_Financial_Conditions_Index,321,XLRE,4,target_5d_forward_return_raw
z_VIX,387,XLRE,4,target_5d_forward_return_raw
z_rate_sensitivity_beta,220,XLRE,4,target_5d_forward_return_raw
z_return_5d,105,XLU,4,target_5d_forward_return_raw
z_return_5d_rel_spy,23,XLU,4,target_5d_forward_return_raw
z_return_5d_excess_rf,2,XLU,4,target_5d_forward_return_raw
z_return_20d,140,XLU,4,target_5d_forward_return_raw
z_return_20d_rel_spy,44,XLU,4,target_5d_forward_return_raw
z_return_20d_excess_rf,3,XLU,4,target_5d_forward_return_raw
z_return_60d_rel_spy,162,XLU,4,target_5d_forward_return_raw
z_price_to_MA20,138,XLU,4,target_5d_forward_return_raw
z_price_to_MA50,138,XLU,4,target_5d_forward_return_raw
z_MA20_minus_MA50,202,XLU,4,target_5d_forward_return_raw
z_volatility_20d,170,XLU,4,target_5d_forward_return_raw
z_max_drawdown_60d,137,XLU,4,target_5d_forward_return_raw
z_ATR_14,281,XLU,4,target_5d_forward_return_raw
z_volume_change,87,XLU,4,target_5d_forward_return_raw
z_relative_volume,78,XLU,4,target_5d_forward_return_raw
z_RSI_14,109,XLU,4,target_5d_forward_return_raw
z_market_beta_60d,147,XLU,4,target_5d_forward_return_raw
z_idio_vol_60d,204,XLU,4,target_5d_forward_return_raw
z_Federal_Funds_Rate,158,XLU,4,target_5d_forward_return_raw
z_Treasury_10Y,252,XLU,4,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,135,XLU,4,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,139,XLU,4,target_5d_forward_return_raw
z_CPI,202,XLU,4,target_5d_forward_return_raw
z_Unemployment_Rate,165,XLU,4,target_5d_forward_return_raw
z_Financial_Conditions_Index,352,XLU,4,target_5d_forward_return_raw
z_VIX,304,XLU,4,target_5d_forward_return_raw
z_rate_sensitivity_beta,323,XLU,4,target_5d_forward_return_raw
z_return_5d,94,XLV,4,target_5d_forward_return_raw
z_return_5d_rel_spy,21,XLV,4,target_5d_forward_return_raw
z_return_5d_excess_rf,3,XLV,4,target_5d_forward_return_raw
z_return_20d,164,XLV,4,target_5d_forward_return_raw
z_return_20d_rel_spy,42,XLV,4,target_5d_forward_return_raw
z_return_20d_excess_rf,4,XLV,4,target_5d_forward_return_raw
z_return_60d_rel_spy,152,XLV,4,target_5d_forward_return_raw
z_price_to_MA20,133,XLV,4,target_5d_forward_return_raw
z_price_to_MA50,108,XLV,4,target_5d_forward_return_raw
z_MA20_minus_MA50,242,XLV,4,target_5d_forward_return_raw
z_volatility_20d,174,XLV,4,target_5d_forward_return_raw
z_max_drawdown_60d,153,XLV,4,target_5d_forward_return_raw
z_ATR_14,227,XLV,4,target_5d_forward_return_raw
z_volume_change,100,XLV,4,target_5d_forward_return_raw
z_relative_volume,111,XLV,4,target_5d_forward_return_raw
z_RSI_14,154,XLV,4,target_5d_forward_return_raw
z_market_beta_60d,224,XLV,4,target_5d_forward_return_raw
z_idio_vol_60d,209,XLV,4,target_5d_forward_return_raw
z_Federal_Funds_Rate,146,XLV,4,target_5d_forward_return_raw
z_Treasury_10Y,118,XLV,4,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,201,XLV,4,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,171,XLV,4,target_5d_forward_return_raw
z_CPI,201,XLV,4,target_5d_forward_return_raw
z_Unemployment_Rate,190,XLV,4,target_5d_forward_return_raw
z_Financial_Conditions_Index,330,XLV,4,target_5d_forward_return_raw
z_VIX,338,XLV,4,target_5d_forward_return_raw
z_rate_sensitivity_beta,190,XLV,4,target_5d_forward_return_raw
z_return_5d,151,XLY,4,target_5d_forward_return_raw
z_return_5d_rel_spy,21,XLY,4,target_5d_forward_return_raw
z_return_5d_excess_rf,7,XLY,4,target_5d_forward_return_raw
z_return_20d,163,XLY,4,target_5d_forward_return_raw
z_return_20d_rel_spy,49,XLY,4,target_5d_forward_return_raw
z_return_20d_excess_rf,3,XLY,4,target_5d_forward_return_raw
z_return_60d_rel_spy,157,XLY,4,target_5d_forward_return_raw
z_price_to_MA20,136,XLY,4,target_5d_forward_return_raw
z_price_to_MA50,134,XLY,4,target_5d_forward_return_raw
z_MA20_minus_MA50,289,XLY,4,target_5d_forward_return_raw
z_volatility_20d,149,XLY,4,target_5d_forward_return_raw
z_max_drawdown_60d,187,XLY,4,target_5d_forward_return_raw
z_ATR_14,163,XLY,4,target_5d_forward_return_raw
z_volume_change,80,XLY,4,target_5d_forward_return_raw
z_relative_volume,78,XLY,4,target_5d_forward_return_raw
z_RSI_14,110,XLY,4,target_5d_forward_return_raw
z_market_beta_60d,201,XLY,4,target_5d_forward_return_raw
z_idio_vol_60d,126,XLY,4,target_5d_forward_return_raw
z_Federal_Funds_Rate,154,XLY,4,target_5d_forward_return_raw
z_Treasury_10Y,191,XLY,4,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,136,XLY,4,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,234,XLY,4,target_5d_forward_return_raw
z_CPI,174,XLY,4,target_5d_forward_return_raw
z_Unemployment_Rate,228,XLY,4,target_5d_forward_return_raw
z_Financial_Conditions_Index,355,XLY,4,target_5d_forward_return_raw
z_VIX,325,XLY,4,target_5d_forward_return_raw
z_rate_sensitivity_beta,199,XLY,4,target_5d_forward_return_raw
z_return_5d,120,XLB,5,target_5d_forward_return_raw
z_return_5d_rel_spy,24,XLB,5,target_5d_forward_return_raw
z_return_5d_excess_rf,4,XLB,5,target_5d_forward_return_raw
z_return_20d,97,XLB,5,target_5d_forward_return_raw
z_return_20d_rel_spy,23,XLB,5,target_5d_forward_return_raw
z_return_20d_excess_rf,3,XLB,5,target_5d_forward_return_raw
z_return_60d_rel_spy,174,XLB,5,target_5d_forward_return_raw
z_price_to_MA20,75,XLB,5,target_5d_forward_return_raw
z_price_to_MA50,121,XLB,5,target_5d_forward_return_raw
z_MA20_minus_MA50,287,XLB,5,target_5d_forward_return_raw
z_volatility_20d,141,XLB,5,target_5d_forward_return_raw
z_max_drawdown_60d,192,XLB,5,target_5d_forward_return_raw
z_ATR_14,149,XLB,5,target_5d_forward_return_raw
z_volume_change,46,XLB,5,target_5d_forward_return_raw
z_relative_volume,85,XLB,5,target_5d_forward_return_raw
z_RSI_14,122,XLB,5,target_5d_forward_return_raw
z_market_beta_60d,174,XLB,5,target_5d_forward_return_raw
z_idio_vol_60d,194,XLB,5,target_5d_forward_return_raw
z_Federal_Funds_Rate,203,XLB,5,target_5d_forward_return_raw
z_Treasury_10Y,264,XLB,5,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,143,XLB,5,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,199,XLB,5,target_5d_forward_return_raw
z_CPI,192,XLB,5,target_5d_forward_return_raw
z_Unemployment_Rate,258,XLB,5,target_5d_forward_return_raw
z_Financial_Conditions_Index,332,XLB,5,target_5d_forward_return_raw
z_VIX,349,XLB,5,target_5d_forward_return_raw
z_rate_sensitivity_beta,229,XLB,5,target_5d_forward_return_raw
z_return_5d,177,XLC,5,target_5d_forward_return_raw
z_return_5d_rel_spy,33,XLC,5,target_5d_forward_return_raw
z_return_5d_excess_rf,7,XLC,5,target_5d_forward_return_raw
z_return_20d,115,XLC,5,target_5d_forward_return_raw
z_return_20d_rel_spy,37,XLC,5,target_5d_forward_return_raw
z_return_20d_excess_rf,2,XLC,5,target_5d_forward_return_raw
z_return_60d_rel_spy,166,XLC,5,target_5d_forward_return_raw
z_price_to_MA20,162,XLC,5,target_5d_forward_return_raw
z_price_to_MA50,105,XLC,5,target_5d_forward_return_raw
z_MA20_minus_MA50,259,XLC,5,target_5d_forward_return_raw
z_volatility_20d,227,XLC,5,target_5d_forward_return_raw
z_max_drawdown_60d,189,XLC,5,target_5d_forward_return_raw
z_ATR_14,198,XLC,5,target_5d_forward_return_raw
z_volume_change,66,XLC,5,target_5d_forward_return_raw
z_relative_volume,103,XLC,5,target_5d_forward_return_raw
z_RSI_14,123,XLC,5,target_5d_forward_return_raw
z_market_beta_60d,199,XLC,5,target_5d_forward_return_raw
z_idio_vol_60d,187,XLC,5,target_5d_forward_return_raw
z_Federal_Funds_Rate,168,XLC,5,target_5d_forward_return_raw
z_Treasury_10Y,179,XLC,5,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,147,XLC,5,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,199,XLC,5,target_5d_forward_return_raw
z_CPI,210,XLC,5,target_5d_forward_return_raw
z_Unemployment_Rate,169,XLC,5,target_5d_forward_return_raw
z_Financial_Conditions_Index,282,XLC,5,target_5d_forward_return_raw
z_VIX,344,XLC,5,target_5d_forward_return_raw
z_rate_sensitivity_beta,147,XLC,5,target_5d_forward_return_raw
z_return_5d,142,XLE,5,target_5d_forward_return_raw
z_return_5d_rel_spy,35,XLE,5,target_5d_forward_return_raw
z_return_5d_excess_rf,10,XLE,5,target_5d_forward_return_raw
z_return_20d,132,XLE,5,target_5d_forward_return_raw
z_return_20d_rel_spy,25,XLE,5,target_5d_forward_return_raw
z_return_20d_excess_rf,0,XLE,5,target_5d_forward_return_raw
z_return_60d_rel_spy,172,XLE,5,target_5d_forward_return_raw
z_price_to_MA20,121,XLE,5,target_5d_forward_return_raw
z_price_to_MA50,138,XLE,5,target_5d_forward_return_raw
z_MA20_minus_MA50,241,XLE,5,target_5d_forward_return_raw
z_volatility_20d,158,XLE,5,target_5d_forward_return_raw
z_max_drawdown_60d,201,XLE,5,target_5d_forward_return_raw
z_ATR_14,271,XLE,5,target_5d_forward_return_raw
z_volume_change,52,XLE,5,target_5d_forward_return_raw
z_relative_volume,84,XLE,5,target_5d_forward_return_raw
z_RSI_14,132,XLE,5,target_5d_forward_return_raw
z_market_beta_60d,131,XLE,5,target_5d_forward_return_raw
z_idio_vol_60d,118,XLE,5,target_5d_forward_return_raw
z_Federal_Funds_Rate,209,XLE,5,target_5d_forward_return_raw
z_Treasury_10Y,209,XLE,5,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,182,XLE,5,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,207,XLE,5,target_5d_forward_return_raw
z_CPI,204,XLE,5,target_5d_forward_return_raw
z_Unemployment_Rate,188,XLE,5,target_5d_forward_return_raw
z_Financial_Conditions_Index,336,XLE,5,target_5d_forward_return_raw
z_VIX,280,XLE,5,target_5d_forward_return_raw
z_rate_sensitivity_beta,222,XLE,5,target_5d_forward_return_raw
z_return_5d,128,XLF,5,target_5d_forward_return_raw
z_return_5d_rel_spy,20,XLF,5,target_5d_forward_return_raw
z_return_5d_excess_rf,6,XLF,5,target_5d_forward_return_raw
z_return_20d,93,XLF,5,target_5d_forward_return_raw
z_return_20d_rel_spy,17,XLF,5,target_5d_forward_return_raw
z_return_20d_excess_rf,3,XLF,5,target_5d_forward_return_raw
z_return_60d_rel_spy,143,XLF,5,target_5d_forward_return_raw
z_price_to_MA20,111,XLF,5,target_5d_forward_return_raw
z_price_to_MA50,122,XLF,5,target_5d_forward_return_raw
z_MA20_minus_MA50,186,XLF,5,target_5d_forward_return_raw
z_volatility_20d,192,XLF,5,target_5d_forward_return_raw
z_max_drawdown_60d,162,XLF,5,target_5d_forward_return_raw
z_ATR_14,187,XLF,5,target_5d_forward_return_raw
z_volume_change,78,XLF,5,target_5d_forward_return_raw
z_relative_volume,121,XLF,5,target_5d_forward_return_raw
z_RSI_14,118,XLF,5,target_5d_forward_return_raw
z_market_beta_60d,210,XLF,5,target_5d_forward_return_raw
z_idio_vol_60d,133,XLF,5,target_5d_forward_return_raw
z_Federal_Funds_Rate,213,XLF,5,target_5d_forward_return_raw
z_Treasury_10Y,201,XLF,5,target_5d_forward_return_raw
z_Yield_Spread_10Y2Y,164,XLF,5,target_5d_forward_return_raw
z_Breakeven_Inflation_10Y,271,XLF,5,target_5d_forward_return_raw
z_CPI,206,XLF,5,target_5d_forward_return_raw
z_Unemployment_Rate,230,XLF,5,target_5d_forward_return_raw
z_Financial_Conditions_Index,386,XLF,5,target_5d_forward_return_raw
z_VIX,343,XLF,5,target_5d_forward_return_raw
z_rate_sensitivity_beta,156,XLF,5,target_5d_forward_return_raw
z_return_5d,108,XLI,5,target_5d_forward_return_raw
z_return_5d_rel_spy,25,XLI,5,target_5d_forward_return_raw
z_return_5d_excess_rf,4,XLI,5,target_5d_forward_return_raw
z_return_20d,102,XLI,5,target_5d_forward_return_raw
z_return_20d_rel_spy,21,XLI,5,target_5d_forward_return_raw
z_return_20d_excess_rf,0,XLI,5,target_5d_forward_return_raw
z_return_60d_rel_spy,178,XLI,5,target_5d_forward_return_raw
z_price_to_MA20,101,XLI,5,target_5d_forward_return_raw
z_price_to_MA50,84,XLI,5,target_5d_forward_return_raw
z_MA20_minus_MA50,238,XLI,5,target_5d_forward_return_raw
z_volatility_20d,132,XLI,5,target_5d_forward_return_raw
